"destination","passanger","weather","temperature","time","coupon","expiration","gender","age","maritalStatus","has_children","education","occupation","income","car","Bar","CoffeeHouse","CarryAway","RestaurantLessThan20","Restaurant20To50","toCoupon_GEQ5min","toCoupon_GEQ15min","toCoupon_GEQ25min","direction_same","direction_opp","Y"
"No Urgent Place","Friend(s)","Snowy",80,"10AM","Restaurant(<20)","2h","Female","21","Unmarried partner",0,"some college - no degree","Student","$25000 - $37499","","less1","4~8","1~3","","less1","1",1,0,0,1,1
"No Urgent Place",NA,"Rainy",55,"7AM","Carry out & Take away","1d","Female","21",NA,0,"bachelors degree","Student",NA,"","less1","4~8","1~3","","less1","1",1,0,0,1,1
"No Urgent Place","Partner","Snowy",80,"2PM","Coffee House","2h","Female","21","Unmarried partner",0,"High School Graduate","Student","$25000 - $37499","","less1","4~8","1~3","","less1","1",0,0,0,1,1
NA,"Partner","RAINY",80,"6pm","Restaurant(20-50)","1d","Female","21","Unmarried partner",0,"ASSOCIATES DEGREE","Student","$25000 - $37499","","less1","4~8","1~3","","less1","1",NA,NA,0,1,1
"No Urgent Place","Partner","SUNNY",80,"7AM","Bar","2h","Female","21","Unmarried partner",0,"associates degree","Student","$25000 - $37499","","less1",NA,NA,"","less1","1",0,0,0,1,1
"No Urgent Place",NA,"Rainy",80,"6pm","Coffee House","2h",NA,"21","Unmarried partner",0,"Bachelors Degree","Student","$25000 - $37499","","less1","4~8","1~3","","less1","1",1,0,0,1,1
"No Urgent Place","Partner","RAINY",80,"7am","Restaurant(<20)","2h","Female","21","Unmarried partner",0,"Associates Degree","Student","$25000 - $37499","","less1","4~8","1~3","",NA,"1",NA,0,0,1,1
"No Urgent Place","Partner","rainy",80,"2PM","Bar","1d","Female",NA,NA,NA,"Some High School","Student","$25000 - $37499","","less1","4~8","1~3","","less1","1",1,0,0,1,1
"Home",NA,"RAINY",55,"10am","Bar",NA,"Female",NA,"Unmarried partner",0,"associates degree",NA,"$25000 - $37499","","less1","4~8","1~3","","less1","1",0,0,1,0,0
"Home","Alone","SNOWY",55,"10am","Restaurant(20-50)","1d","Female","21","Unmarried partner",0,"Associates Degree","Student","$25000 - $37499","","less1",NA,"1~3","","less1","0",1,0,0,1,1
"Home",NA,"rainy",80,"6pm","Coffee House","2h","Female","21","Unmarried partner",0,"HIGH SCHOOL GRADUATE","Student","$25000 - $37499","","less1",NA,NA,NA,"less1","1",0,0,0,1,1
"Work","Alone","sunny",55,"10am","Coffee House","2h","Female","21","Unmarried partner",0,"Bachelors Degree","Student","$25000 - $37499","","less1","4~8","1~3","","less1","1",1,1,0,1,NA
NA,"Alone","SNOWY",55,"6PM","Bar","1d","Female","21","Unmarried partner",NA,"bachelors degree","Student","$25000 - $37499","","less1","4~8","1~3","","less1","1",1,1,0,1,1
"Work","Alone","snowy",80,"10pm","Restaurant(20-50)","1d","Female","21","Unmarried partner",0,"High School Graduate","Student","$25000 - $37499","","less1","4~8","1~3",NA,"less1","1",NA,0,0,1,1
"Work","Alone","Snowy",80,"10PM","Carry out & Take away","2h","Female","21","Unmarried partner",0,"SOME COLLEGE - NO DEGREE","Student","$25000 - $37499",NA,"less1","4~8",NA,"","less1","1",0,0,1,0,NA
"Work","Alone","snowy",55,"7am","Restaurant(<20)","1d",NA,"21","Unmarried partner",NA,"Graduate Degree (Masters or Doctorate)",NA,"$25000 - $37499","","less1","4~8","1~3","","less1","1",0,0,0,1,0
"Work","Alone","SNOWY",55,"6pm","Coffee House","2h","Female","21","Unmarried partner",0,"some college - no degree","Student","$25000 - $37499","","less1","4~8","1~3","","less1","1",1,0,0,1,0
"No Urgent Place","Alone","snowy",NA,"6pm","Restaurant(<20)","1d","Female","21","Single",0,"HIGH SCHOOL GRADUATE","Student","Less than $12500","","gt8",NA,"4~8","4~8","1~3","1",0,0,0,1,1
"No Urgent Place","Friend(s)","SUNNY",80,"10AM","Coffee House","2h","Female","21","Single",0,"associates degree","Student","Less than $12500","","gt8","4~8","4~8",NA,"1~3","0",0,0,0,1,1
"No Urgent Place",NA,"SUNNY",80,"2PM",NA,"1d","Female","21","Single",0,"Associates Degree","Student","Less than $12500","","gt8","4~8","4~8","4~8","1~3","0",0,0,0,NA,1
"No Urgent Place","Friend(s)","rainy",80,"6pm","Carry out & Take away","2h","Female","21","Single",0,"Graduate Degree (Masters or Doctorate)",NA,"Less than $12500","",NA,"4~8","4~8","4~8","1~3","1",1,0,0,1,1
"No Urgent Place",NA,"rainy",80,"2PM",NA,"1d","Female","21","Single",0,"HIGH SCHOOL GRADUATE","Student","Less than $12500","","gt8",NA,"4~8",NA,"1~3","1",0,0,NA,1,1
"No Urgent Place",NA,"rainy",80,"6pm","Coffee House","2h","Female","21","Single",0,"Graduate Degree (Masters or Doctorate)","Student","Less than $12500",NA,"gt8","4~8","4~8","4~8","1~3","1",1,0,0,1,0
"No Urgent Place","Friend(s)","snowy",80,"2pm",NA,"1d",NA,NA,"Single",0,"SOME COLLEGE - NO DEGREE","Student","Less than $12500","","gt8","4~8","4~8","4~8","1~3","1",1,0,0,1,1
"No Urgent Place","Friend(s)","RAINY",80,"10am","Restaurant(<20)","1d","Female","21",NA,NA,"SOME HIGH SCHOOL","Student","Less than $12500","","gt8","4~8",NA,NA,"1~3","0",1,0,0,1,1
"No Urgent Place","Friend(s)","Snowy",80,"7AM","Coffee House","2h",NA,"21","Single",NA,"some college - no degree","Student","Less than $12500","","gt8","4~8","4~8","4~8","1~3","1",0,0,0,1,1
"No Urgent Place","Friend(s)","Snowy",NA,"2pm","Restaurant(<20)","2h","Female","21","Single",0,"Some High School","Student","Less than $12500",NA,"gt8","4~8","4~8","4~8","1~3","1",1,0,0,NA,1
"No Urgent Place","Friend(s)","sunny",55,"10am","Coffee House","2h","Female","21","Single",0,"Graduate Degree (Masters or Doctorate)","Student","Less than $12500","","gt8",NA,NA,"4~8","1~3","1",0,0,NA,1,NA
"No Urgent Place","Friend(s)","SUNNY",55,"10AM","Carry out & Take away","1d","Female","21","Single",0,"BACHELORS DEGREE",NA,"Less than $12500","","gt8",NA,"4~8",NA,"1~3","1",NA,NA,0,1,1
"No Urgent Place","Alone","rainy",55,"7AM","Coffee House","2h",NA,"21","Single",0,"BACHELORS DEGREE","Student","Less than $12500","","gt8","4~8","4~8","4~8","1~3","1",0,0,0,1,1
"Home","Alone","snowy",55,"6pm","Bar","1d",NA,NA,"Single",0,"graduate degree (masters or doctorate)","Student","Less than $12500","","gt8","4~8","4~8","4~8","1~3","1",0,0,1,NA,1
"Home","Alone","RAINY",55,"2pm","Restaurant(20-50)","1d","Female","21","Single",0,"Bachelors Degree","Student","Less than $12500",NA,"gt8","4~8","4~8","4~8","1~3","1",1,0,0,1,0
"Home","Alone","RAINY",80,"7AM","Coffee House","2h","Female",NA,NA,0,"SOME HIGH SCHOOL","Student","Less than $12500","","gt8","4~8","4~8","4~8","1~3","1",0,0,0,1,1
"Work","Alone","rainy",55,"6PM","Coffee House","2h",NA,"21","Single",0,"GRADUATE DEGREE (MASTERS OR DOCTORATE)","Student","Less than $12500","","gt8","4~8","4~8","4~8",NA,"1",1,NA,0,1,1
"Work","Alone","Rainy",55,"10PM","Bar","1d","Female","21","Single",0,"GRADUATE DEGREE (MASTERS OR DOCTORATE)","Student","Less than $12500","","gt8","4~8","4~8",NA,"1~3","0",1,1,0,1,1
"Work","Alone","Snowy",NA,"10PM","Restaurant(20-50)","1d","Female","21",NA,0,"some high school","Student","Less than $12500","","gt8","4~8","4~8","4~8","1~3","1",1,0,0,1,0
"Work","Alone","rainy",80,"7am","Carry out & Take away","2h","Female","21","Single",0,"Some College - No Degree","Student","Less than $12500","","gt8","4~8","4~8","4~8","1~3","1",0,0,1,0,0
"Work","Alone","Sunny",NA,"6pm","Restaurant(<20)","1d","Female","21","Single",0,"Bachelors Degree","Student","Less than $12500","",NA,"4~8","4~8","4~8","1~3","1",0,0,0,1,1
"Work","Alone","RAINY",55,"10am","Coffee House","2h","Female","21","Single",NA,"SOME HIGH SCHOOL","Student","Less than $12500","","gt8","4~8","4~8","4~8","1~3","1",1,0,0,1,0
"No Urgent Place","Alone","SUNNY",55,"10pm","Restaurant(<20)","1d","Male","21","Single",0,"HIGH SCHOOL GRADUATE","Arts Design Entertainment Sports & Media","$50000 - $62499","","gt8",NA,"","4~8","less1","0",0,0,0,1,1
"No Urgent Place","Friend(s)","RAINY",80,"2pm","Coffee House","2h","Male","21","Single",0,"graduate degree (masters or doctorate)","Arts Design Entertainment Sports & Media","$50000 - $62499","","gt8","1~3","","4~8","less1","1",0,0,0,1,1
"No Urgent Place","Friend(s)","RAINY",80,"7am","Bar","1d","Male","21","Single",0,"Some High School","Arts Design Entertainment Sports & Media","$50000 - $62499","","gt8","1~3","","4~8","less1","1",0,0,NA,1,1
"No Urgent Place","Friend(s)","sunny",80,"10pm","Carry out & Take away","2h","Male","21","Single",NA,"SOME COLLEGE - NO DEGREE","Arts Design Entertainment Sports & Media","$50000 - $62499","","gt8","1~3","","4~8","less1","1",1,0,0,1,0
"No Urgent Place","Friend(s)","SUNNY",80,"10am","Coffee House",NA,"Male","21","Single",0,"Some High School","Arts Design Entertainment Sports & Media","$50000 - $62499","","gt8","1~3","","4~8","less1","1",0,0,0,1,1
"No Urgent Place","Friend(s)","sunny",80,"2PM",NA,"2h","Male","21","Single",0,"High School Graduate","Arts Design Entertainment Sports & Media","$50000 - $62499","","gt8","1~3","","4~8",NA,"1",1,0,0,1,0
"No Urgent Place","Friend(s)","SNOWY",80,"7AM","Coffee House","1d","Male","21","Single",0,"bachelors degree","Arts Design Entertainment Sports & Media","$50000 - $62499","","gt8","1~3","","4~8",NA,"1",1,NA,0,1,1
"No Urgent Place","Friend(s)","Rainy",80,"10am","Restaurant(<20)","1d","Male","21","Single",0,"graduate degree (masters or doctorate)","Arts Design Entertainment Sports & Media","$50000 - $62499","",NA,"1~3","","4~8","less1","1",1,0,0,1,1
"No Urgent Place","Friend(s)","Rainy",80,"10PM",NA,"2h","Male","21","Single",0,"SOME COLLEGE - NO DEGREE","Arts Design Entertainment Sports & Media","$50000 - $62499","","gt8","1~3","","4~8","less1","1",0,0,0,1,0
"No Urgent Place",NA,"SUNNY",80,"10pm","Restaurant(<20)","2h","Male","21","Single",0,"Some College - No Degree","Arts Design Entertainment Sports & Media","$50000 - $62499","","gt8","1~3","","4~8","less1","1",1,0,0,1,1
"No Urgent Place","Friend(s)","sunny",55,"10am","Coffee House","2h","Male","21","Single",NA,"High School Graduate","Arts Design Entertainment Sports & Media","$50000 - $62499","","gt8","1~3","","4~8","less1","1",0,0,NA,1,0
"No Urgent Place","Friend(s)","SUNNY",55,"6PM","Carry out & Take away","1d","Male","21","Single",0,"SOME COLLEGE - NO DEGREE","Arts Design Entertainment Sports & Media","$50000 - $62499","","gt8",NA,"","4~8","less1","1",1,0,0,1,1
"No Urgent Place",NA,"SUNNY",55,"10am","Coffee House",NA,"Male",NA,"Single",0,"BACHELORS DEGREE","Arts Design Entertainment Sports & Media","$50000 - $62499","","gt8","1~3","","4~8","less1","1",0,0,0,1,1
"Home","Alone","Sunny",55,"6pm","Bar","1d","Male","21","Single",0,"BACHELORS DEGREE","Arts Design Entertainment Sports & Media","$50000 - $62499","","gt8","1~3","","4~8","less1","1",0,0,1,0,1
NA,"Alone","sunny",55,"6pm","Restaurant(20-50)","1d",NA,NA,"Single",0,"Bachelors Degree","Arts Design Entertainment Sports & Media","$50000 - $62499","","gt8","1~3","","4~8","less1","1",1,0,0,1,0
"Home","Alone","rainy",80,"10am",NA,"2h","Male","21","Single",0,"High School Graduate","Arts Design Entertainment Sports & Media","$50000 - $62499","","gt8","1~3","","4~8","less1","1",0,0,NA,1,0
"Work","Alone","snowy",55,"6PM","Coffee House","2h","Male","21","Single",0,"ASSOCIATES DEGREE","Arts Design Entertainment Sports & Media","$50000 - $62499","","gt8",NA,"","4~8","less1","1",1,1,0,1,1
"Work",NA,"Snowy",55,"10AM","Bar","1d","Male","21","Single",0,"SOME COLLEGE - NO DEGREE","Arts Design Entertainment Sports & Media","$50000 - $62499","","gt8","1~3","","4~8","less1","1",1,1,0,1,1
"Work","Alone","RAINY",80,"2pm","Restaurant(20-50)","1d","Male","21","Single",0,"Some High School","Arts Design Entertainment Sports & Media","$50000 - $62499","","gt8","1~3",NA,"4~8","less1","1",1,0,NA,NA,1
"Work","Alone","Snowy",NA,"7am","Carry out & Take away","2h","Male","21","Single",0,"Some High School","Arts Design Entertainment Sports & Media","$50000 - $62499","","gt8","1~3","","4~8","less1","1",0,NA,1,0,NA
"Work","Alone","SNOWY",55,"10PM","Restaurant(<20)","1d","Male",NA,"Single",0,"High School Graduate","Arts Design Entertainment Sports & Media","$50000 - $62499","","gt8","1~3","","4~8","less1","1",0,NA,0,NA,1
"Work","Alone","snowy",55,"7am","Coffee House","2h","Male",NA,"Single",0,"associates degree","Arts Design Entertainment Sports & Media","$50000 - $62499","","gt8","1~3","","4~8","less1","1",1,0,0,1,0
"No Urgent Place","Alone","SNOWY",NA,"10pm","Restaurant(<20)","1d","Male","41","Married partner",0,"Some College - No Degree","Management","$100000 or More","","less1","4~8","gt8","gt8","1~3","1",NA,0,0,1,1
"No Urgent Place","Friend(s)","SNOWY",80,"10pm",NA,"2h","Male","41","Married partner",0,"SOME HIGH SCHOOL","Management","$100000 or More","","less1","4~8","gt8",NA,"1~3","1",0,0,0,1,NA
"No Urgent Place","Friend(s)","sunny",80,"10pm","Carry out & Take away","2h","Male","41","Married partner",NA,"High School Graduate","Management",NA,NA,"less1",NA,"gt8","gt8","1~3","1",1,0,0,1,0
"No Urgent Place","Friend(s)","RAINY",80,"10PM","Coffee House","2h","Male","41","Married partner",0,"HIGH SCHOOL GRADUATE","Management","$100000 or More","","less1","4~8","gt8","gt8","1~3","1",1,0,0,1,1
"No Urgent Place","Friend(s)","snowy",NA,"7am","Coffee House","1d","Male","41","Married partner",0,"associates degree","Management","$100000 or More","","less1",NA,"gt8","gt8","1~3","1",1,0,0,1,1
"No Urgent Place","Friend(s)","RAINY",80,"6pm","Restaurant(<20)","2h","Male",NA,"Married partner",0,"GRADUATE DEGREE (MASTERS OR DOCTORATE)","Management","$100000 or More","","less1","4~8","gt8","gt8","1~3","1",1,0,0,1,1
"No Urgent Place","Friend(s)","Sunny",55,"2PM","Carry out & Take away","1d","Male","41","Married partner",0,"Some High School","Management","$100000 or More","","less1","4~8","gt8","gt8","1~3","1",NA,0,0,1,1
"No Urgent Place","Partner","rainy",80,"2pm","Coffee House","2h","Male","41","Married partner",0,"Graduate Degree (Masters or Doctorate)","Management","$100000 or More","","less1","4~8",NA,"gt8","1~3","0",0,0,0,1,1
"No Urgent Place","Partner","Snowy",80,"10am","Restaurant(20-50)","1d","Male","41","Married partner",0,"Some High School","Management","$100000 or More","","less1","4~8","gt8","gt8","1~3","0",NA,NA,0,1,1
"No Urgent Place","Partner","SNOWY",80,"2PM",NA,"2h","Male","41","Married partner",0,"Some High School","Management","$100000 or More","","less1","4~8","gt8","gt8","1~3","1",0,0,0,1,0
"No Urgent Place","Partner","snowy",80,"6pm","Coffee House","2h","Male","41","Married partner",NA,"HIGH SCHOOL GRADUATE","Management","$100000 or More","",NA,"4~8","gt8",NA,"1~3","1",1,0,0,1,1
"No Urgent Place","Partner","RAINY",80,"10pm","Restaurant(<20)","2h",NA,"41","Married partner",NA,"Some High School","Management","$100000 or More","","less1","4~8","gt8",NA,"1~3","1",0,0,NA,1,1
"No Urgent Place","Partner","rainy",80,"10pm","Bar","1d","Male","41","Married partner",0,"SOME HIGH SCHOOL","Management","$100000 or More","","less1","4~8","gt8",NA,"1~3","1",NA,0,0,1,NA
"Home","Alone","sunny",55,"6pm","Bar","1d","Male","41","Married partner",0,"SOME HIGH SCHOOL","Management","$100000 or More","","less1","4~8","gt8","gt8","1~3","1",0,NA,1,0,1
"Home","Alone","Rainy",55,"7AM","Restaurant(20-50)","1d","Male","41","Married partner",NA,"Bachelors Degree","Management","$100000 or More","","less1","4~8","gt8","gt8","1~3","0",1,0,0,1,1
"Home","Alone","Sunny",80,"6PM","Coffee House","2h","Male","41","Married partner",0,"Associates Degree","Management","$100000 or More","","less1","4~8","gt8","gt8","1~3","1",0,0,0,1,NA
"Work","Alone","SNOWY",55,"7am","Coffee House","2h",NA,NA,"Married partner",0,"bachelors degree","Management","$100000 or More","","less1",NA,"gt8","gt8","1~3","1",1,1,0,NA,1
"Work","Alone","SUNNY",55,"2PM","Bar",NA,"Male","41","Married partner",0,"Some College - No Degree","Management","$100000 or More","","less1","4~8","gt8","gt8","1~3","1",1,1,0,1,1
"Work","Alone","rainy",80,"2pm","Restaurant(20-50)","1d","Male",NA,"Married partner",0,"Graduate Degree (Masters or Doctorate)","Management","$100000 or More","","less1","4~8","gt8","gt8","1~3","1",1,0,NA,1,1
NA,"Alone","Snowy",80,"6PM","Carry out & Take away","2h","Male","41","Married partner",0,"some college - no degree","Management","$100000 or More","","less1","4~8","gt8","gt8","1~3","1",0,0,1,0,1
"Work","Alone","RAINY",55,"6PM","Restaurant(<20)","1d","Male","41","Married partner",0,"graduate degree (masters or doctorate)","Management","$100000 or More","","less1","4~8","gt8","gt8","1~3","1",0,0,0,1,1
"Work","Alone","snowy",55,"10am","Coffee House",NA,"Male","41","Married partner",0,"Associates Degree","Management","$100000 or More","","less1","4~8","gt8","gt8","1~3","1",1,0,0,1,0
"No Urgent Place","Alone","sunny",55,"10PM","Restaurant(<20)",NA,NA,"26","Single",0,"HIGH SCHOOL GRADUATE",NA,"$87500 - $99999","","never","less1","less1","1~3","less1","0",0,0,0,1,1
"No Urgent Place","Friend(s)","Snowy",80,"10pm","Coffee House","2h","Female","26","Single",0,"High School Graduate","Retired","$87500 - $99999",NA,"never","less1","less1","1~3","less1","1",NA,0,NA,1,NA
"No Urgent Place","Friend(s)","RAINY",80,"7AM","Bar","1d","Female","26","Single",NA,"SOME HIGH SCHOOL","Retired",NA,"","never","less1","less1","1~3","less1","1",NA,0,0,1,0
"No Urgent Place","Friend(s)","RAINY",NA,"10am","Carry out & Take away","2h","Female","26","Single",0,"BACHELORS DEGREE","Retired","$87500 - $99999","","never","less1","less1","1~3","less1","1",NA,0,0,NA,0
"No Urgent Place","Friend(s)","snowy",NA,"10am","Coffee House","1d","Female","26","Single",0,"Some College - No Degree","Retired",NA,"","never","less1","less1","1~3","less1","1",0,0,0,1,1
NA,NA,"SNOWY",80,"6PM",NA,"2h","Female","26","Single",0,"BACHELORS DEGREE","Retired","$87500 - $99999","","never","less1","less1","1~3",NA,"1",1,0,NA,1,0
"No Urgent Place",NA,"sunny",80,"10am","Coffee House","1d","Female","26","Single",NA,"Some College - No Degree","Retired","$87500 - $99999","","never",NA,"less1","1~3","less1","1",1,0,0,1,0
"No Urgent Place",NA,"snowy",80,"10am","Restaurant(<20)","1d","Female","26","Single",0,"SOME HIGH SCHOOL","Retired",NA,"","never","less1","less1","1~3","less1","1",1,0,0,1,0
"No Urgent Place","Friend(s)","SNOWY",80,"6PM","Coffee House","2h","Female","26","Single",0,"Graduate Degree (Masters or Doctorate)",NA,NA,"","never","less1","less1","1~3","less1","1",NA,0,0,1,0
"No Urgent Place","Friend(s)","Rainy",80,"7AM","Restaurant(<20)","2h","Female",NA,"Single",0,"some college - no degree","Retired","$87500 - $99999","","never","less1","less1","1~3","less1","1",1,0,0,NA,1
"No Urgent Place","Friend(s)","RAINY",55,"10pm","Coffee House","2h","Female","26","Single",0,"Some High School","Retired","$87500 - $99999","","never","less1","less1","1~3","less1","1",0,0,NA,1,0
"No Urgent Place","Friend(s)","Rainy",55,"10am","Carry out & Take away","1d","Female","26","Single",0,"High School Graduate","Retired","$87500 - $99999","","never","less1","less1","1~3",NA,"1",1,0,0,1,1
"No Urgent Place","Alone","Sunny",NA,"6pm","Coffee House","2h","Female","26","Single",0,"SOME HIGH SCHOOL","Retired","$87500 - $99999","","never","less1","less1","1~3","less1","0",0,0,0,1,0
"Home","Alone","SUNNY",55,"10AM","Bar","1d","Female","26","Single",NA,"GRADUATE DEGREE (MASTERS OR DOCTORATE)",NA,NA,NA,"never","less1","less1","1~3","less1","1",0,0,1,0,0
